,Parcel ID,Address,Sale Date,Sale Price,Qualified Sales,Reason,Acres,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
348,15041F000120,7518 GRAND REUNION DR,6/20/23,"$795,000.00 ",Qualified,FM,0.5,Residential,2015,3610,$220.22 ,34.1123114,-83.8640969
349,15039S000026,6638 AUTUMN RIDGE WAY,6/20/23,"$419,040.00 ",Qualified,FM,0.13,Residential,2014,1413,$296.56 ,34.1353891,-83.8518373
350,15039K000123,6250 IVY STONE WAY,6/20/23,"$415,100.00 ",Qualified,FM,0.12,Residential,2009,1533,$270.78 ,34.12751,-83.8458309
351,10086 000065,3411 ROCK RIDGE DR,6/20/23,"$227,500.00 ",Qualified,FM,0.47,Residential,1990,1168,$194.78 ,34.3160911,-83.8960183
352,01117 008014,768 NW SUNSET BLVD,6/20/23,"$344,000.00 ",Qualified,FM,0.49,Residential,2019,1839,$187.06 ,34.298276,-83.8517544
353,08129 000034,6563 CRESTWOOD PENINSULA,6/20/23,"$1,250,000.00 ",Qualified,FM,0.81,Residential,1998,1292,$967.49 ,34.2029757,-83.958488
354,1.50E+226,2124 INDEPENDENCE LN,6/20/23,"$650,000.00 ",Qualified,FM,0.35,Residential,2014,3436,$189.17 ,34.1142899,-83.8838065
355,10010 000044,6121 DEEPWATER CV,6/19/23,"$1,202,000.00 ",Qualified,FM,0.69,Residential,2022,3102,$387.49 ,34.3828645,-83.9750256
356,09066 016007,6307 8TH ST,6/16/23,"$275,000.00 ",Qualified,FM,0.98,Residential,1950,872,$89.66 ,34.3942253,-83.6587185
357,01097A000004A,2498 NW HIDDEN COVE CT,6/16/23,"$185,000.00 ",Qualified,FM,0.01,Residential,1983,1296,$142.75 ,34.3354818,-83.8491034
358,10151 000101,3450 CLARKS BRIDGE XING,6/16/23,"$402,000.00 ",Qualified,FM,0.8,Residential,1988,2235,$179.87 ,34.3655845,-83.7903162
359,10011B000064,5733 RIDGEWATER DR,6/16/23,"$645,000.00 ",Qualified,FM,0.61,Residential,2004,3417,$188.76 ,34.3971973,-83.9696514
360,10118 000023,4538 CROOKED CREEK RD,6/16/23,"$1,615,000.00 ",Qualified,FM,4.05,Residential,2000,6903,$233.96 ,34.3890852,-83.8482335
361,15041 000602,5815 MIRAVISTA WAY,6/16/23,"$631,255.00 ",Qualified,FM,0.22,Residential,2023,2346,$269.08 ,34.1016001,-83.8649842
362,08042A000125,4829 TIMBER HILLS DR,6/16/23,"$255,000.00 ",Qualified,FM,0.07,Residential,2002,1304,$195.55 ,34.2418107,-83.8907423
363,08023A000056,3783 SW PRINCETON CT,6/16/23,"$430,000.00 ",Qualified,FM,0.57,Residential,1998,1853,$232.06 ,34.2620556,-83.8787554
364,08099A000038,5624 NEWBERRY POINT DR,6/16/23,"$415,000.00 ",Qualified,FM,0.59,Residential,1999,2032,$204.23 ,34.2046588,-83.918945
365,01037 001024B,1223 NE PARK ST,6/16/23,"$250,000.00 ",Qualified,FM,0.62,Residential,1950,1339,$186.71 ,34.3095952,-83.817282
366,15041D000377,6638 STAG LEAP LN,6/16/23,"$615,000.00 ",Qualified,FM,1.83,Residential,2017,2933,$209.68 ,34.128904,-83.875724
367,15043K000017,5176 GLEN FORREST DR,6/16/23,"$750,000.00 ",Qualified,FM,1.23,Residential,2006,2909,$257.82 ,34.1652888,-83.8861662
368,08137A000139,6337 WILMINGTON WAY,6/16/23,"$407,000.00 ",Qualified,FM,0.66,Residential,2000,2004,$203.09 ,34.1472681,-83.938722
369,07355 002043,6732 HOLIDAY PT,6/16/23,"$851,780.00 ",Qualified,FM,0.34,Residential,2001,2579,$330.28 ,34.1662946,-84.000526
370,09120 000059,3141 GULLS WHARF DR,6/16/23,"$500,000.00 ",Qualified,FM,1.64,Residential,2014,2936,$170.30 ,34.3385438,-83.7941514
371,15047 002209,6901 RIVER ROCK DR,6/16/23,"$550,310.00 ",Qualified,FM,0.14,Residential,2022,1656,$332.31 ,34.14853,-83.9096347
372,15007A000151,5360 ROCKY MEADOW TRL,6/16/23,"$299,200.00 ",Qualified,FM,0.74,Residential,2006,1546,$193.53 ,34.3680917,-83.6868836
373,15044 000391,4720 GRANDVIEW PKWY,6/16/23,"$900,000.00 ",Qualified,FM,3.15,Residential,2007,3356,$268.18 ,34.174062,-83.8802253
374,15039R000003,6612 FAWN MEADOW LN,6/16/23,"$575,000.00 ",Qualified,FM,0.18,Residential,2014,2959,$194.32 ,34.1337189,-83.8496094
375,12144 000002C,7889 BELTON BRIDGE RD,6/16/23,"$280,500.00 ",Qualified,FM,1.93,Residential,1945,1584,$177.08 ,34.4430088,-83.6921009
376,15041D000247,6308 HICKORY BRANCH DR,6/16/23,"$544,000.00 ",Qualified,FM,0.26,Residential,2007,2937,$185.22 ,34.1240907,-83.8675341
377,08151 002109,5317 SUMMER OAK LN,6/16/23,"$725,900.00 ",Qualified,FM,0.25,Residential,2022,3784,$191.83 ,34.1544557,-83.9480304
378,00094 000055,2106 RIVERWOOD DR,6/16/23,"$525,000.00 ",Qualified,FM,0.99,Residential,2003,2179,$240.94 ,34.3412363,-83.8157899
379,09113 000009,2841 NAVAJO CIR,6/16/23,"$325,000.00 ",Qualified,FM,0.69,Residential,1996,1073,$302.89 ,34.3420666,-83.7835366
380,15039 000368,6342 STONEBRIDGE CV,6/16/23,"$562,600.00 ",Qualified,FM,0.28,Residential,2014,3213,$175.10 ,34.1268018,-83.8373173
381,15030 000020J,2451 WEBB GIRTH RD,6/16/23,"$250,000.00 ",Qualified,FM,1.47,Residential,1977,960,$260.42 ,34.2171547,-83.8071271
382,12047 000096,4331 HIGHLAND GATE PKWY,6/16/23,"$379,000.00 ",Qualified,FM,0.2,Residential,2016,2164,$175.14 ,34.406736,-83.7899223
383,08031 005077,3861 PROSPECT POINT DR,6/15/23,"$333,000.00 ",Qualified,FM,0.08,Residential,2020,1573,$211.70 ,34.2532727,-83.8804116
384,12067 000004,8795 LULA RD,6/15/23,"$62,161.00 ",Qualified,FM,1.35,Residential,1964,660,$94.18 ,34.4477741,-83.7736666
385,1.50E+80,4851 COUNTRYSIDE DR,6/15/23,"$350,000.00 ",Qualified,FM,0.67,Residential,1993,1674,$209.08 ,34.184434,-83.8387881
386,12027 001005,4438 WHITMIRE CIR,6/15/23,"$274,000.00 ",Qualified,FM,0.49,Residential,1970,1407,$194.74 ,34.4149503,-83.80721
387,10087A000043,3392 WOLF DR,6/15/23,"$415,000.00 ",Qualified,FM,1.11,Residential,2022,1599,$259.54 ,34.3115424,-83.9016773
388,08042B000154,4764 SW AUTUMN ROSE TRL,6/15/23,"$280,000.00 ",Qualified,FM,0.03,Residential,2006,1568,$178.57 ,34.2495892,-83.8932863
389,09119 000028,156 CLARKS BRIDGE RD,6/15/23,"$420,000.00 ",Qualified,FM,1.01,Residential,1947,1314,$319.63 ,34.3385423,-83.8009505
390,08042A000544,4733 MEDLOCK LN,6/15/23,"$318,990.00 ",Qualified,FM,0.06,Residential,2022,1641,$194.39 ,34.243018,-83.892252
391,15039B000038,5464 WOODRUN CT,6/15/23,"$620,000.00 ",Qualified,FM,1,Residential,2002,2422,$255.99 ,34.1379459,-83.8384774
392,15015B000070,3057 SADDLE CREEK DR,6/15/23,"$281,000.00 ",Qualified,FM,0.58,Residential,1996,1172,$239.76 ,34.271839,-83.7435905
393,15039 000168,6057 SUMMERALL CIR,6/15/23,"$425,000.00 ",Qualified,FM,0.15,Residential,2016,2561,$165.95 ,34.12243,-83.8326147
394,01114 001095,1311 NW LAKESHORE CIR,6/15/23,"$290,000.00 ",Qualified,FM,0.4,Residential,1970,1618,$179.23 ,34.3071498,-83.8533077
395,10013A000034,6278 AUTUMN HILL DR,6/15/23,"$990,000.00 ",Qualified,FM,1.04,Residential,1999,1987,$498.24 ,34.381673,-83.9762657
396,10024 000106,6013 CALEDONIA CT,6/15/23,"$489,990.00 ",Qualified,FM,0.29,Residential,2022,3014,$162.57 ,34.3501398,-83.9513135
397,08031 004050,4503 SW HIDDEN CREEK DR,6/15/23,"$399,900.00 ",Qualified,FM,0.16,Residential,2016,1856,$215.46 ,34.2542416,-83.8774287
398,01104 002006,172 NE THOMPSON PL,6/15/23,"$715,000.00 ",Qualified,FM,0.62,Residential,1967,2572,$277.99 ,34.3498002,-83.8520444
399,08081 003003,5460 DOGWOOD LN,6/15/23,"$1,175,000.00 ",Qualified,FM,0.62,Residential,1994,2746,$427.90 ,34.2635957,-83.9437658
400,08112 023010,5603 PINE ST,6/15/23,"$436,800.00 ",Qualified,FM,0.06,Residential,2022,2139,$204.21 ,34.3815358,-83.6668509
401,01071 002011,560 NW STILLWOOD DR,6/14/23,"$480,000.00 ",Qualified,FM,0.46,Residential,1956,1368,$350.88 ,34.3103583,-83.8375866
402,08148A001008,6500 GAINES FERRY RD,6/14/23,"$235,000.00 ",Qualified,FM,0.15,Residential,1973,1380,$170.29 ,34.1763421,-83.9711769
403,10114 000094,3636 MITCHELL LAKE DR,6/14/23,"$490,000.00 ",Qualified,FM,0.52,Residential,2022,2041,$240.08 ,34.363066,-83.8596759
404,08152 000037,5434 OAK CREST LN,6/14/23,"$810,000.00 ",Qualified,FM,0.56,Residential,2014,3498,$231.56 ,34.1490931,-83.9508379
405,08056 003076,4415 SHELLIE LN,6/14/23,"$1,050,000.00 ",Qualified,FM,0.54,Residential,2021,2150,$488.37 ,34.261409,-83.9127377
406,11084 000020,5028 BIRD RD,6/14/23,"$299,000.00 ",Qualified,FM,0.53,Residential,1989,1645,$181.76 ,34.4034588,-83.9033856
407,11134 000031,5570 CARLTON DR,6/14/23,"$1,100,000.00 ",Qualified,FM,1.16,Residential,1960,1440,$763.89 ,34.4082332,-83.9648969
408,15037F000064,4028 ASHFORD WAY,6/14/23,"$388,000.00 ",Qualified,FM,0.6,Residential,1996,2274,$170.62 ,34.2030916,-83.8341684
409,01105 000024,2843 NE VILLAGE CT,6/13/23,"$429,900.00 ",Qualified,FM,0.46,Residential,1984,2175,$197.66 ,34.351552,-83.8542397
410,15039 000212,5762 BERKSHIRE TRCE,6/12/23,"$450,000.00 ",Qualified,FM,0.22,Residential,2007,3204,$140.45 ,34.12408335,-83.83086067
411,08024 005391,4329 SW BIRCH MEADOW TRL,6/12/23,"$448,000.00 ",Qualified,FM,0.22,Residential,2020,2314,$193.60 ,34.24895,-83.8700601
412,08031 005072,3841 PROSPECT POINT DR,6/12/23,"$310,000.00 ",Qualified,FM,0.07,Residential,2021,1519,$204.08 ,34.2537052,-83.8804116
413,15039 000828,6017 WHITE SYCAMORE PL,6/12/23,"$446,000.00 ",Qualified,FM,0.21,Residential,2022,2734,$163.13 ,34.1291164,-83.8409799
414,10061 000033,2820 DAWSONVILLE HWY,6/12/23,"$200,000.00 ",Qualified,FM,3.49,Residential,1935,840,$238.10 ,34.3315028,-83.9122003
415,15044 000215,4744 FALLING BROOK DR,6/12/23,"$995,000.00 ",Qualified,FM,0.81,Residential,2022,4445,$223.85 ,34.184713,-83.871988
416,10049 002021,3589 SEQUOIA RD,6/12/23,"$265,000.00 ",Qualified,FM,0.75,Residential,2023,1568,$0.00 ,34.355499,-83.921986
417,15044 003002,3793 CHADWICK DR,6/12/23,"$270,000.00 ",Qualified,FM,0.56,Residential,1970,1289,$209.46 ,34.2124963,-83.8781344
418,10086 000032,3271 SHULER RD,6/9/23,"$345,000.00 ",Qualified,FM,0.51,Residential,2006,1357,$254.24 ,34.3190733,-83.8994951
419,10142 000037,3990 DARRYL LN,6/9/23,"$415,000.00 ",Qualified,FM,0.26,Residential,1985,2979,$139.31 ,34.3922197,-83.8187325
420,15039G000190,6392 ROCKPOINT LN,6/9/23,"$420,000.00 ",Qualified,FM,0.15,Residential,2007,1388,$302.59 ,34.1153919,-83.8477364
421,10099 000033,3909 MERCY CT,6/9/23,"$351,000.00 ",Qualified,FM,0.3,Residential,2001,1634,$214.81 ,34.3758428,-83.8774098
422,15039 000447,5986 CHIMNEY ROCK DR,6/9/23,"$477,000.00 ",Qualified,FM,0.19,Residential,2007,1852,$257.56 ,34.1167843,-83.8427677
423,15041 000619,5764 MIRAVISTA WAY,6/9/23,"$799,615.00 ",Qualified,FM,0.29,Residential,2023,2612,$306.13 ,34.1020724,-83.8651167
424,01042 001026,530 NW RIDGEWOOD AVE,6/9/23,"$412,000.00 ",Qualified,FM,0.41,Residential,1955,1120,$177.28 ,34.3060352,-83.8324075
425,15032E005028,1733 CHESTIA RD,6/9/23,"$270,000.00 ",Qualified,FM,1.24,Residential,2023,1363,$99.05 ,34.2832426,-83.7947407
426,10099 000021,3912 PETES DR,6/9/23,"$320,000.00 ",Qualified,FM,1.15,Residential,2022,1318,$242.79 ,34.376934,-83.885796
427,10081 000045,4435 OAK CREEK DR,6/9/23,"$240,000.00 ",Qualified,FM,0.6,Residential,1987,1656,$144.93 ,34.3679131,-83.8894366
428,15012C000039,4761 TURNING LEAF DR,6/9/23,"$290,000.00 ",Qualified,FM,0.89,Residential,2002,1094,$265.08 ,34.2324662,-83.7008783
429,15039K000081,6141 LONGLEAF DR,6/9/23,"$355,000.00 ",Qualified,FM,0.05,Residential,2007,1408,$252.13 ,34.1264825,-83.8443395
430,01075A000024,1235 NE RIVERSIDE DR,6/9/23,"$235,000.00 ",Qualified,FM,0.02,Residential,1969,986,$238.34 ,34.3199273,-83.8271084
431,09099 000015,4095 CAGLE RD,6/9/23,"$336,000.00 ",Qualified,FM,1.49,Residential,2000,1058,$317.58 ,34.3747655,-83.7361211
432,15041 000542,5635 VILLA CREST DR,6/9/23,"$462,500.00 ",Qualified,FM,0.13,Residential,2021,1636,$282.70 ,34.103992,-83.860572
433,08016 002136,3550 SW BLUE CYPRESS CV,6/9/23,"$520,000.00 ",Qualified,FM,0.16,Residential,2014,2098,$247.86 ,34.2868903,-83.889478
434,10146 000040,3331 BARRY LN,6/9/23,"$346,900.00 ",Qualified,FM,0.45,Residential,1964,2035,$170.47 ,34.3635509,-83.8047436
435,15043I000010,5088 OAK FARM WAY,6/9/23,"$565,000.00 ",Qualified,FM,1,Residential,2000,2529,$223.41 ,34.1671843,-83.8686108
436,15022J000010,3020 SE CEDAR GLEN RUN,6/9/23,"$319,500.00 ",Qualified,FM,0.29,Residential,2006,1946,$164.18 ,34.2814067,-83.7650808
437,08137A000009,6072 DEVONSHIRE DR,6/9/23,"$290,000.00 ",Qualified,FM,0.58,Residential,1997,2252,$128.77 ,34.1519503,-83.9288746
438,08040 003012,4536 SEQUOIA DR,6/9/23,"$389,000.00 ",Qualified,FM,0.81,Residential,1999,1728,$225.12 ,34.2618449,-83.9005712
439,12047 000021,4319 HIGHLAND GATE PKWY,6/9/23,"$369,000.00 ",Qualified,FM,0.24,Residential,2017,1798,$205.23 ,34.4062432,-83.7904199
440,11033 000066,6169 WHITE WAY,6/9/23,"$540,000.00 ",Qualified,FM,1.87,Residential,2018,2508,$215.31 ,34.430074,-83.865617
441,12047 000081,4430 HIGHLAND GATE PKWY,6/9/23,"$499,000.00 ",Qualified,FM,0.45,Residential,2008,3127,$159.58 ,34.4123621,-83.7880772
442,08134A000138,6328 POLAR CIR,6/8/23,"$392,900.00 ",Qualified,FM,0.33,Residential,2001,1626,$241.64 ,34.1668704,-83.9302811
443,15041 000313A,5942 ROLLINGWOOD WAY,6/8/23,"$450,000.00 ",Qualified,FM,0.14,Residential,2020,1596,$281.95 ,34.109708,-83.855988
444,01045 004003,1020 NW RAINEY ST,6/8/23,"$78,000.00 ",Qualified,FM,0.14,Residential,1935,685,$113.87 ,34.298301,-83.8401967
445,08098A000077,4835 ZEPHYR COVE PL,6/8/23,"$300,000.00 ",Qualified,FM,0.02,Residential,2004,1740,$172.41 ,34.1890069,-83.9164839
446,08042B000113,4858 SW TANGERINE CIR,6/8/23,"$280,000.00 ",Qualified,FM,0.03,Residential,2005,1404,$199.43 ,34.2476722,-83.8962447
447,08138 001051,6123 PORTSMOUTH DR,6/8/23,"$421,000.00 ",Qualified,FM,0.59,Residential,1997,2037,$206.68 ,34.1579083,-83.9390506
448,15044C000130,3902 DEATON RD,6/8/23,"$310,190.00 ",Qualified,FM,0.24,Residential,1996,1140,$272.10 ,34.2031313,-83.8647595
449,10044 000097,3469 HICKORY LAKE DR,6/8/23,"$640,000.00 ",Qualified,FM,0.81,Residential,2006,3029,$211.29 ,34.314347,-83.931028
450,15016A000024,3319 GILLSVILLE HWY,6/8/23,"$250,000.00 ",Qualified,FM,0.66,Residential,1988,1428,$175.07 ,34.276228,-83.726958
451,15039 000817,5950 GREEN ASH CT,6/8/23,"$425,000.00 ",Qualified,FM,0.17,Residential,2022,2587,$164.28 ,34.1302874,-83.8401252
452,00133C000058,1312 CARDENA CT,6/7/23,"$300,000.00 ",Qualified,FM,0.32,Residential,2018,2500,$120.00 ,34.2696169,-83.842089
453,08099A000083,5659 NEWBERRY POINT DR,6/7/23,"$435,000.00 ",Qualified,FM,0.61,Residential,1999,2435,$178.64 ,34.2056935,-83.9179934
454,10158 000106D,3340 CLARKS BRIDGE RD,6/7/23,"$188,000.00 ",Qualified,FM,1.09,Residential,1975,1476,$127.37 ,34.3605783,-83.7882637
455,08032 000016,3633 WHITING RD,6/7/23,"$279,000.00 ",Qualified,FM,0.25,Residential,1961,950,$293.68 ,34.2589976,-83.8790039
456,15041D000343,6515 RED HAWK WAY,6/7/23,"$575,000.00 ",Qualified,FM,0.25,Residential,2017,2890,$198.96 ,34.1310514,-83.8725032
457,08056 003004,4657 BEN HILL DR,6/7/23,"$825,000.00 ",Qualified,FM,0.69,Residential,1950,1474,$559.70 ,34.257593,-83.914228
458,10072 003087,2735 FRAN MAR DR,6/7/23,"$280,000.00 ",Qualified,FM,0.35,Residential,2007,1510,$185.43 ,34.3434305,-83.9000745
459,08148A009001,6500 GAINES FERRY RD,6/6/23,"$227,000.00 ",Qualified,FM,0.15,Residential,1973,1960,$115.82 ,34.1763421,-83.9711769
460,15047 002282,6947 SCENIC OVERLOOK TRCE,6/6/23,"$630,670.00 ",Qualified,FM,0.17,Residential,2022,2336,$269.98 ,34.1480736,-83.9105801
461,08075 002184A,5576 FOXGLOVE WAY,6/6/23,"$335,000.00 ",Qualified,FM,0.1,Residential,2020,1460,$229.45 ,34.2205519,-83.9051982
462,15041 000623,5714 MIRAVISTA WAY,6/6/23,"$865,585.00 ",Qualified,FM,0.2,Residential,2023,3454,$250.60 ,34.1020727,-83.865117
463,09079A000046,6242 SOUTHERN MAGNOLIA LN,6/6/23,"$300,000.00 ",Qualified,FM,0.77,Residential,2001,1536,$195.31 ,34.4031803,-83.6941928
464,08042A000109,4633 CRAWFORD OAKS DR,6/6/23,"$183,000.00 ",Qualified,FM,0.07,Residential,2001,1176,$155.61 ,34.2416211,-83.8915877
465,15041 000490,5242 MORRELL RD,6/6/23,"$584,940.00 ",Qualified,FM,0.16,Residential,2023,1864,$313.81 ,34.1017889,-83.863002
466,10035 000014,3752 LATHEM CREEK DR,6/5/23,"$860,000.00 ",Qualified,FM,1.1,Residential,1987,2440,$352.46 ,34.3475009,-83.9433729
467,15039F000109,5750 RIVERMOORE DR,6/5/23,"$605,000.00 ",Qualified,FM,0.16,Residential,2017,3668,$164.94 ,34.1261955,-83.8273937
468,10058A000035,4406 RIDGE GATE DR,6/5/23,"$580,000.00 ",Qualified,FM,1.31,Residential,2022,2560,$226.56 ,34.3571389,-83.917984
469,15047 000485,7423 FIRESIDE LN,6/5/23,"$489,500.00 ",Qualified,FM,0.27,Residential,2005,2526,$193.78 ,34.1404238,-83.9024751
470,07332 001091,2555 ENCHANTRESS WAY,6/5/23,"$427,000.00 ",Qualified,FM,0.89,Residential,1994,2173,$196.50 ,34.1485646,-84.005443
471,12047 000105,4367 HIGHLAND GATE PKWY,6/5/23,"$398,100.00 ",Qualified,FM,0.29,Residential,2017,2428,$163.96 ,34.4082561,-83.7885651
472,15024B000069,3854 CHASE DR,6/5/23,"$316,000.00 ",Qualified,FM,0.85,Residential,2006,1308,$241.59 ,34.2220254,-83.7666156
473,01117 004022,671 NW LAKESHORE DR,6/5/23,"$326,000.00 ",Qualified,FM,0.48,Residential,1959,1908,$170.86 ,34.2978976,-83.8480885
474,10145 000104,3438 BIG VIEW RD,6/5/23,"$805,000.00 ",Qualified,FM,0.16,Residential,2019,3179,$253.22 ,34.37502,-83.8098996
475,15006C000041,5459 MORGAN MANOR CT,6/5/23,"$295,000.00 ",Qualified,FM,0.75,Residential,2001,1263,$233.57 ,34.3736648,-83.6735503
476,08089A002054B,5529 OUR RD,6/5/23,"$375,000.00 ",Qualified,FM,0.29,Residential,2005,1591,$235.70 ,34.2274112,-83.9214276
477,15006D000076,6739 VICTORIA LN,6/2/23,"$212,000.00 ",Qualified,FM,1.02,Residential,2002,1456,$0.00 ,34.3779936,-83.6729272
478,15029 000141,5015 PONDEROSA FARM RD,6/2/23,"$385,000.00 ",Qualified,FM,1.47,Residential,1997,2675,$143.93 ,34.184925,-83.8270207
479,08089 001020,5116 WOFFORD MILL RD,6/2/23,"$1,165,000.00 ",Qualified,FM,1.37,Residential,2005,2983,$390.55 ,34.2246861,-83.9266819
480,01097 003026,2406 NW TERRACE VW,6/2/23,"$354,900.00 ",Qualified,FM,0.03,Residential,2022,1970,$180.15 ,34.3363521,-83.8473537
481,10063 000061,3473 MCKENZIE DR,6/2/23,"$655,000.00 ",Qualified,FM,0.27,Residential,1973,960,$682.29 ,34.3116056,-83.9188209
482,15038C000031,5156 STONERIDGE DR,6/2/23,"$112,000.00 ",Qualified,FM,0.23,Residential,1900,0,$0.00 ,34.1612692,-83.8412324
483,08081 003081,5451 PINE FOREST CIR,6/2/23,"$1,250,000.00 ",Qualified,FM,0.49,Residential,2003,3074,$406.64 ,34.268723,-83.9446964
484,08161A000023,6459 MILLSTONE COVE DR,6/2/23,"$469,000.00 ",Qualified,FM,1.66,Residential,2005,2608,$179.83 ,34.1712156,-83.9692793
485,01083 001050,670 NE ROBINHOOD TRL,6/2/23,"$425,200.00 ",Qualified,FM,0.46,Residential,1969,1716,$247.79 ,34.3161535,-83.8093655
486,01097 003025,2408 NW TERRACE VW,6/2/23,"$354,900.00 ",Qualified,FM,0.03,Residential,2022,1970,$180.15 ,34.3363521,-83.8473537
487,09065 000081,6451 NARRAMORE WAY,6/2/23,"$300,000.00 ",Qualified,FM,0.6,Residential,2002,1646,$182.26 ,34.4006047,-83.6627072
488,15037J000002,5207 WOODGREEN TRL,6/2/23,"$339,000.00 ",Qualified,FM,0.61,Residential,1991,1390,$243.88 ,34.1748252,-83.8336091
489,10086 000136,3485 ROCK RIDGE DR,6/2/23,"$205,500.00 ",Qualified,FM,0.47,Residential,1999,1038,$197.98 ,34.3149521,-83.8928683
490,12058 000004B,460 KING ST,6/2/23,"$220,000.00 ",Qualified,FM,0.83,Residential,1955,984,$223.58 ,34.4778448,-83.7792031
491,08054 004221,4918 HILLSTONE DR,6/2/23,"$327,295.00 ",Qualified,FM,0.11,Residential,2022,1940,$168.71 ,34.2448147,-83.895602
492,15043H000084,5013 LIMERICK LN,6/2/23,"$365,000.00 ",Qualified,FM,0.25,Residential,2001,1279,$285.38 ,34.1722419,-83.8849657
493,11158A000107,8043 BEACHWOOD DR,6/2/23,"$401,000.00 ",Qualified,FM,1.33,Residential,1972,1345,$298.14 ,34.4156039,-83.9813087
494,15046G000077,6238 WOOD SPRING CT,6/2/23,"$415,000.00 ",Qualified,FM,0.58,Residential,1993,1799,$230.68 ,34.1629091,-83.8984361
495,08042A000547,4745 MEDLOCK LN,6/2/23,"$314,990.00 ",Qualified,FM,0.06,Residential,2022,1641,$191.95 ,34.243091,-83.892255
496,10038 000041,3351 DAWSONVILLE HWY,6/2/23,"$1,590,000.00 ",Qualified,FM,2.46,Residential,1994,3199,$497.03 ,34.3197921,-83.9401261
497,15041D000261,6423 SYCAMORE DR,6/2/23,"$565,000.00 ",Qualified,FM,0.22,Residential,2014,2232,$253.14 ,34.1300511,-83.8706812
498,15047 002293,6986 SCENIC OVERLOOK TRCE,6/2/23,"$700,317.00 ",Qualified,FM,0.34,Residential,2023,2575,$271.97 ,34.1464209,-83.909921
499,01111 001054J,659 NW HARBOR CV,6/2/23,"$460,000.00 ",Qualified,FM,0.44,Residential,1977,2497,$184.22 ,34.3213635,-83.8476121
500,15047Y000017,6747 TRAILSIDE DR,6/1/23,"$805,000.00 ",Qualified,FM,0.3,Residential,2017,3548,$226.89 ,34.1557529,-83.9086001
501,01039A000036,605 NE CANDLER ST,6/1/23,"$235,000.00 ",Qualified,FM,0.05,Residential,1983,1548,$151.81 ,34.3084684,-83.824492
502,08042A000545,4737 MEDLOCK LN,6/1/23,"$312,490.00 ",Qualified,FM,0.06,Residential,2022,1664,$187.79 ,34.243091,-83.892255
503,01117 008020,662 NW SUNSET BLVD,6/1/23,"$315,000.00 ",Qualified,FM,0.72,Residential,1962,1597,$197.24 ,34.2965401,-83.8503254
504,15038C000006,5057 STONERIDGE DR,6/1/23,"$135,000.00 ",Qualified,FM,0.3,Residential,1996,0,$0.00 ,34.1644113,-83.8425996
505,08082 001003,5426 PINE FOREST CIR,6/1/23,"$305,000.00 ",Qualified,FM,0.35,Residential,1976,1352,$225.59 ,34.2702517,-83.9428145
506,08054 001075,5045 MERLIN DR,6/1/23,"$262,000.00 ",Qualified,FM,0.46,Residential,1976,936,$279.91 ,34.2407201,-83.8993295
507,15019B000032,4038 COUNTRY LN,6/1/23,"$187,500.00 ",Qualified,FM,0.67,Residential,1998,1303,$143.90 ,34.3505272,-83.7224249
508,01067 004015,904 NE LONGSTREET CIR,6/1/23,"$539,000.00 ",Qualified,FM,0.37,Residential,1948,1540,$350.00 ,34.3134882,-83.824638
509,08078 000044,5445 MALLARD PT,6/1/23,"$435,000.00 ",Qualified,FM,0.61,Residential,1973,2437,$178.50 ,34.2410383,-83.9205587
510,15048C000053,3348 WINDGATE DR,5/31/23,"$360,000.00 ",Qualified,FM,0.64,Residential,1994,1652,$217.92 ,34.1103914,-83.8986259
511,10062 000024,3355 SPRINGDALE FORREST CIR,5/31/23,"$437,500.00 ",Qualified,FM,3.16,Residential,1974,1790,$244.41 ,34.3170701,-83.9183244
512,10024 000177,5967 BELAFONTE WALK,5/31/23,"$500,000.00 ",Qualified,FM,0.31,Residential,2023,2780,$179.86 ,34.3487489,-83.9517351
513,15024B000040,3748 AMBER DAWN WAY,5/31/23,"$325,000.00 ",Qualified,FM,1.54,Residential,2004,1308,$248.47 ,34.2171416,-83.7632972
514,12062A000020,6633 WINDVANE PT,5/31/23,"$535,000.00 ",Qualified,FM,1.09,Residential,1998,3836,$139.47 ,34.4914408,-83.770079
515,15006A014001,5656 HEMLOCK ST,5/31/23,"$187,000.00 ",Qualified,FM,0.37,Residential,1986,924,$0.00 ,34.3827548,-83.6689807
516,15022C000007A,2328 EAST DENNIS DR,5/31/23,"$40,000.00 ",Qualified,FM,0.46,Residential,1997,0,$0.00 ,34.2743849,-83.7757817
517,10076 000103,4211 PRICE RD,5/31/23,"$216,000.00 ",Qualified,FM,0.59,Residential,1996,1435,$150.52 ,34.3793852,-83.9021026
518,15039 000132,6011 RIVERVIEW PKWY,5/31/23,"$450,000.00 ",Qualified,FM,0.22,Residential,2015,2411,$186.64 ,34.1249502,-83.8327804
519,08024 006148,4502 SW SILVER OAK DR,5/31/23,"$528,526.00 ",Qualified,FM,0.19,Residential,2022,3466,$152.49 ,34.2532969,-83.8672029
520,10122 000003F,3159 TANYARD BRANCH RD,5/31/23,"$1,525,000.00 ",Qualified,FM,0.71,Residential,1988,2670,$571.16 ,34.3578104,-83.8519823
521,08151 002110,5313 SUMMER OAK LN,5/31/23,"$724,900.00 ",Qualified,FM,0.35,Residential,2022,3731,$194.29 ,34.1544841,-83.9477309
